,Username,Category,Followers,Followees,Posts,Level
3803,bknstoremid,fashion,52102.0,6367,1167,Mid
3804,ancaciota,fashion,52090.0,888,2118,Mid
3805,wanigatunga,fashion,52084.0,409,714,Mid
3806,yaelfrla,fashion,52077.0,376,700,Mid
3807,big_beautiful_women_reposts,fashion,52071.0,7492,4406,Mid
3808,tesajay,fashion,52066.0,779,546,Mid
3809,giacomoagnello,fashion,52065.0,5867,1492,Mid
3810,manolosandminivans,fashion,52056.0,949,358,Mid
3811,peachynikita,fashion,52056.0,1853,417,Mid
3812,fiftytwothursdays,fashion,52055.0,1774,2760,Mid
3813,amineezack,fashion,52031.0,1745,1872,Mid
3814,justincblomgren,fashion,52002.0,2474,2446,Mid
3815,iamjustinejustine,fashion,51961.0,4014,395,Mid
3816,dawnpdarnell,fashion,51960.0,970,2713,Mid
3817,stefgram17,fashion,51903.0,183,1405,Mid
3818,declanchan,fashion,51900.0,993,8974,Mid
3819,somethingdashing_,fashion,51895.0,1057,1094,Mid
3820,noellereneexo,fashion,51853.0,974,1184,Mid
3821,jessdempsey,fashion,51843.0,1561,6031,Mid
3822,ellyviolet,fashion,51821.0,500,802,Mid
3823,nikaerculj,fashion,51797.0,33,855,Mid
3824,maddiecapozza,fashion,51743.0,318,641,Mid
3825,dj.ying,fashion,51696.0,805,722,Mid
3826,blonde_inthedistrict,fashion,51691.0,5302,3016,Mid
3827,scarlettshoward,fashion,51643.0,908,515,Mid
3828,jessicaelectraa,fashion,51642.0,868,1032,Mid
3829,innerbeyouty,fashion,51623.0,241,299,Mid
3830,laurasimon8,fashion,51601.0,1917,1036,Mid
3831,wishfulelegance,fashion,51590.0,2648,625,Mid
3832,talkbeckytalk,fashion,51577.0,235,1524,Mid
3833,silkeblogs,fashion,51575.0,714,1317,Mid
3834,aliblakey,fashion,51549.0,993,625,Mid
3835,dimitris_kolonas,fashion,51548.0,486,593,Mid
3836,1fadlad,fashion,51470.0,465,315,Mid
3837,paytonsartain,fashion,51465.0,1733,1200,Mid
3838,maryruiz_es,fashion,51463.0,493,1467,Mid
3839,eddygrim,fashion,51461.0,197,450,Mid
3840,nanaicosta,fashion,51453.0,3651,1495,Mid
3841,simple_ula,fashion,51448.0,818,595,Mid
3842,igawysocka,fashion,51433.0,651,598,Mid
3843,adrianakp,fashion,51402.0,785,778,Mid
3844,remingtonvictoria,fashion,51383.0,1939,714,Mid
3845,laceperspective,fashion,51382.0,2703,2980,Mid
3846,dylanbenjam,fashion,51354.0,135,800,Mid
3847,juliasteyns,fashion,51341.0,381,629,Mid
3848,camille_dg,fashion,51319.0,2143,5114,Mid
3849,greeneyesgoldsoul,fashion,51275.0,1143,979,Mid
3850,svetlana_sinilova,fashion,51274.0,3713,935,Mid
3851,valentina_baldioli,fashion,51202.0,1117,4564,Mid
3852,commeuncamion,fashion,51197.0,207,1825,Mid
3853,tiataylor.ita,fashion,51194.0,1079,417,Mid
3854,withallmyaffection,fashion,51192.0,404,557,Mid
3855,taylor_lovee,fashion,51187.0,897,1662,Mid
3856,thechristinep,fashion,51102.0,1434,400,Mid
3857,dianaahernandez,fashion,51088.0,484,1811,Mid
3858,styledbymagic,fashion,51067.0,434,756,Mid
3859,simply_beaming,fashion,51053.0,5472,992,Mid
3860,rribecka,fashion,51044.0,274,625,Mid
3861,justinezabalal,fashion,51043.0,786,1139,Mid
3862,thatfashiongirl03,fashion,51035.0,963,912,Mid
3863,victoria_zadoenchuk,fashion,51033.0,4604,2751,Mid
3864,valerieyordanova,fashion,51028.0,236,1123,Mid
3865,di.anajune,fashion,50987.0,3984,395,Mid
3866,dinarachetyrova,fashion,50966.0,585,991,Mid
3867,_priscav,fashion,50936.0,7491,713,Mid
3868,runwayonthego,fashion,50917.0,1528,1042,Mid
3869,ellena_gene,fashion,50909.0,268,595,Mid
3870,kateaustinn,fashion,50892.0,293,830,Mid
3871,lironimm,fashion,50869.0,208,1015,Mid
3872,kenyakinskij,fashion,50842.0,1756,441,Mid
3873,monicaballbe,fashion,50840.0,587,1501,Mid
3874,ilariascalera,fashion,50820.0,1450,1985,Mid
3875,jonny_kay,fashion,50778.0,1959,855,Mid
3876,rachel_bada,fashion,50774.0,496,584,Mid
3877,whatwouldmirandasay,fashion,50732.0,1102,759,Mid
3878,beauhemm,fashion,50731.0,1073,2362,Mid
3879,wannabefashionblogger,fashion,50727.0,868,4290,Mid
3880,laura_bdn91,fashion,50691.0,2875,550,Mid
3881,lapetitefrenchie,fashion,50656.0,842,3027,Mid
3882,everyonceinastyle,fashion,50624.0,999,1845,Mid
3883,omandthecity,fashion,50624.0,453,2187,Mid
3884,lauramichelleee,fashion,50595.0,475,292,Mid
3885,cleomassey,fashion,50593.0,846,886,Mid
3886,allygradley,fashion,50555.0,607,1408,Mid
3887,mikerizzi,fashion,50554.0,443,1056,Mid
3888,rohinimm,fashion,50549.0,859,868,Mid
3889,tijanserena,fashion,50539.0,886,2795,Mid
3890,howtobeinstyle,fashion,50539.0,2448,8042,Mid
3891,lasartoriadeiconfetti,fashion,50524.0,327,3016,Mid
3892,iambeniada,fashion,50501.0,754,518,Mid
3893,moscow.official,fashion,50489.0,127,1201,Mid
3894,annkurtoglyan,fashion,50469.0,998,379,Mid
3895,fitlittlemeg,fashion,50458.0,668,1169,Mid
3896,stylewithnihan,fashion,50454.0,956,1508,Mid
3897,thecaramelcurly,fashion,50452.0,228,509,Mid
3898,lojsanwallin,fashion,50451.0,542,1768,Mid
3899,grant1swartz,fashion,50435.0,957,295,Mid
3900,sunnaneufeglise,fashion,50375.0,111,402,Mid
3901,kittyseline,fashion,50354.0,356,473,Mid
3902,kedecc,fashion,50314.0,700,713,Mid
3903,greysrainbow,fashion,50287.0,1838,685,Mid
3904,wendyswan,fashion,50245.0,546,727,Mid
3905,justjustinnyc,fashion,50230.0,3797,1063,Mid
3906,twentyfirstcenturygent,fashion,50220.0,460,1192,Mid
3907,crisazambuja_,fashion,50218.0,2416,2804,Mid
3908,olga_lavric,fashion,50138.0,4590,643,Mid
3909,annie.mick,fashion,50116.0,1698,1606,Mid
3910,thaliaheffernan,fashion,50104.0,1938,2236,Mid
3911,kellylkruger,fashion,50103.0,1066,1858,Mid
3912,m7mmichelle,fashion,50099.0,1553,1435,Mid
3913,hi_lovely,fashion,50068.0,2889,1681,Mid
3914,offirmalol,fashion,50067.0,2380,806,Mid
3915,ceceolisa,fashion,50066.0,960,241,Mid
3916,suzannebrummel,fashion,50052.0,1523,1575,Mid
3917,vancityvogue,fashion,49986.0,7475,4903,Mid
3918,thecassiepaige,fashion,49968.0,1077,966,Mid
3919,danievans1,fashion,49965.0,564,541,Mid
3920,thewhitefiles,fashion,49962.0,2874,1841,Mid
3921,mafaldapatricio,fashion,49959.0,866,1133,Mid
3922,ann.lipinska,fashion,49949.0,663,536,Mid
3923,roxylimon,fashion,49894.0,577,1715,Mid
3924,david__mrk,fashion,49883.0,169,777,Mid
3925,makaiacarr,fashion,49849.0,927,4944,Mid
3926,michellerrose,fashion,49846.0,694,543,Mid
3927,mykindofsweet,fashion,49845.0,986,1943,Mid
3928,wisteria_voyage,fashion,49839.0,1520,656,Mid
3929,fashionsetusfree,fashion,49806.0,269,1327,Mid
3930,therafymahone,fashion,49764.0,303,1466,Mid
3931,thejasminelizabeth,fashion,49740.0,554,380,Mid
3932,annita_mompellert,fashion,49678.0,7244,404,Mid
3933,vicioparameninas,fashion,49671.0,737,436,Mid
3934,honesttwentyone,fashion,49657.0,701,1786,Mid
3935,audreymadstowe,fashion,49587.0,2311,1346,Mid
3936,chloeincurve_,fashion,49562.0,446,1261,Mid
3937,nachgestern,fashion,49541.0,1129,2139,Mid
3938,kutovakika,fashion,49507.0,866,615,Mid
3939,ijeomakola,fashion,49403.0,1355,1473,Mid
3940,officialtinno,fashion,49376.0,677,3310,Mid
3941,supsui,fashion,49334.0,206,791,Mid
3942,yazicole,fashion,49334.0,476,721,Mid
3943,stylemissmolly,fashion,49323.0,1153,757,Mid
3944,thesimplicityblog,fashion,49277.0,1456,807,Mid
3945,thestylistandthewardrobe,fashion,49261.0,2362,1872,Mid
3946,selin_minaa,fashion,49236.0,4988,846,Mid
3947,missmisschelle,fashion,49186.0,1286,1470,Mid
3948,beauty_spectrum,fashion,49152.0,3760,644,Mid
3949,sadhwimajumder,fashion,49105.0,587,493,Mid
3950,dayanalangaro,fashion,49094.0,1748,1764,Mid
3951,marrygaebler,fashion,49043.0,182,425,Mid
3952,giuseppegaleazzo,fashion,48991.0,2189,988,Mid
3953,antoinettepepe,fashion,48982.0,388,983,Mid
3954,andiethues,fashion,48972.0,3856,1458,Mid
3955,classandfashion_official,fashion,48963.0,2485,38692,Mid
3956,oliwia_bugala,fashion,48912.0,1353,789,Mid
3957,boymominjeans,fashion,48896.0,2191,1176,Mid
3958,idasjunnesson,fashion,48886.0,407,750,Mid
3959,tiboudnez,fashion,48876.0,873,3728,Mid
3960,yadavillaret,fashion,48842.0,707,528,Mid
3961,chiara.pullano,fashion,48835.0,1582,316,Mid
3962,chlosertoyou,fashion,48783.0,345,614,Mid
3963,la_gatta_rosa,fashion,48741.0,3664,1085,Mid
3964,classyversatility,fashion,48704.0,97,529,Mid
3965,speloved,fashion,48701.0,1193,851,Mid
3966,mamaandtata,fashion,48694.0,637,1903,Mid
3967,albantasanroman,fashion,48686.0,557,1386,Mid
3968,shaunieandthecity,fashion,48663.0,1541,343,Mid
3969,feisty_vee,fashion,48653.0,736,386,Mid
3970,nelkal,fashion,48624.0,945,470,Mid
3971,eleonoramilano,fashion,48622.0,1602,1097,Mid
3972,justshaemless,fashion,48592.0,2768,271,Mid
3973,ginneynoa,fashion,48573.0,397,641,Mid
3974,byluanaviana,fashion,48571.0,466,3248,Mid
3975,hattiee_amelia,fashion,48555.0,1283,2572,Mid
3976,thoughtfulmisfit,fashion,48548.0,3520,3459,Mid
3977,iammarleydias,fashion,48489.0,761,298,Mid
3978,i_come_undone,fashion,48487.0,907,3153,Mid
3979,misseskuuhney,fashion,48486.0,835,2093,Mid
3980,youraverageguystyle,fashion,48484.0,3288,499,Mid
3981,thegypsy.mumma,fashion,48452.0,879,1015,Mid
3982,ina_t_blog,fashion,48392.0,2488,1748,Mid
3983,nikkirai_,fashion,48370.0,168,301,Mid
3984,karina_kudinova,fashion,48368.0,507,2141,Mid
3985,marinadiezfdez,fashion,48342.0,2644,1379,Mid
3986,lenachristinb,fashion,48333.0,148,335,Mid
3987,lucycuneo,fashion,48262.0,911,946,Mid
3988,sarinski_,fashion,48227.0,1032,1153,Mid
3989,almucaste,fashion,48219.0,1876,1766,Mid
3990,collectionofvials,fashion,48217.0,1589,466,Mid
3991,kaleymargaret,fashion,48202.0,2055,2447,Mid
3992,blvckmattr,fashion,48197.0,2303,678,Mid
3993,anselmoprestini_,fashion,48197.0,5122,629,Mid
3994,anisasojka,fashion,48156.0,1627,2347,Mid
3995,asos_astrid,fashion,48145.0,653,2424,Mid
3996,paigelorentzen,fashion,48142.0,720,829,Mid
3997,caroko__,fashion,48106.0,151,539,Mid
3998,essynoir,fashion,48104.0,2155,1123,Mid
3999,tostos_,fashion,48099.0,995,1029,Mid
4000,lisacouturing,fashion,47960.0,1239,3109,Mid
4001,lailahasanovic,fashion,47958.0,554,469,Mid
4002,officialcarrielane,fashion,47919.0,875,301,Mid
4003,anyoli3,fashion,47904.0,229,366,Mid
4004,rajnercik,fashion,47903.0,102,512,Mid
4005,tjasa_kokalj_jerala,fashion,47898.0,466,4610,Mid
4006,lizostyle,fashion,47897.0,1422,812,Mid
4007,livwatersmusic,fashion,47889.0,5763,869,Mid
4008,livvargus,fashion,47884.0,516,368,Mid
4009,_victoriamoronta,fashion,47845.0,419,1322,Mid
4010,stylemyday,fashion,47842.0,2921,344,Mid
4011,thetrendytomboy,fashion,47839.0,3589,703,Mid
4012,katherine_ormerod,fashion,47835.0,876,2150,Mid
4013,themattiejames,fashion,47805.0,1584,3340,Mid
4014,styleitup,fashion,47777.0,1214,5157,Mid
4015,nuevayorka,fashion,47764.0,4851,1810,Mid
4016,gksieben,fashion,47734.0,455,229,Mid
4017,veryblond,fashion,47713.0,959,2121,Mid
4018,heelsncrumbs,fashion,47661.0,1778,888,Mid
4019,mollyconstable,fashion,47660.0,1174,1118,Mid
4020,surfbroads,fashion,47625.0,680,1525,Mid
4021,begomartin3,fashion,47606.0,996,525,Mid
4022,portraitsnyc,fashion,47579.0,423,7053,Mid
4023,catarina.fernandees,fashion,47550.0,887,709,Mid
4024,thickgrlscloset,fashion,47532.0,2894,5592,Mid
4025,irisenthoven,fashion,47523.0,632,511,Mid
4026,therobelifeblog,fashion,47513.0,1883,364,Mid
4027,sinkthesun,fashion,47501.0,944,1452,Mid
4028,dazvarlamova,fashion,47481.0,3451,996,Mid
4029,ingridbetancor,fashion,47468.0,1022,3019,Mid
4030,absolutelyanniee,fashion,47466.0,982,883,Mid
4031,nicolefserrao,fashion,47454.0,2069,586,Mid
4032,tripinaomi,fashion,47437.0,2102,397,Mid
4033,hans_chou,fashion,47413.0,7499,388,Mid
4034,kikillovlogs,fashion,47413.0,1039,746,Mid
4035,margotmeanie,fashion,47399.0,1734,2404,Mid
4036,diamondsfordimes,fashion,47363.0,1464,634,Mid
4037,jordanseca,fashion,47341.0,716,904,Mid
4038,melbourneyum,fashion,47339.0,669,1453,Mid
4039,kaseygoedeker,fashion,47325.0,826,1430,Mid
4040,spoonful_of_sarah,fashion,47301.0,1028,1937,Mid
4041,samanthasito,fashion,47296.0,1927,1144,Mid
4042,itamaria83,fashion,47269.0,994,2309,Mid
4043,brandisoileau,fashion,47256.0,465,419,Mid
4044,shaghayegh_syd,fashion,47230.0,970,715,Mid
4045,carolinaflores,fashion,47221.0,4635,4512,Mid
4046,thelaurabarrett,fashion,47213.0,999,1479,Mid
4047,streetstylesquad,fashion,47179.0,1828,781,Mid
4048,serendipity.ave,fashion,47089.0,859,1932,Mid
4049,only__ali,fashion,47050.0,323,507,Mid
4050,love.plate,fashion,47021.0,150,522,Mid
4051,daniellalaurentia,fashion,46996.0,1319,822,Mid
4052,gwengwiz,fashion,46985.0,450,619,Mid
4053,kerstincook,fashion,46961.0,776,920,Mid
4054,hannah_jadeex,fashion,46898.0,1163,2087,Mid
4055,ritcha,fashion,46891.0,1959,1993,Mid
4056,laurayanes29,fashion,46875.0,1075,2677,Mid
4057,victoriarotchenkova,fashion,46850.0,525,2084,Mid
4058,kasstuli,fashion,46842.0,2402,2357,Mid
4059,being_bridget,fashion,46814.0,977,1931,Mid
4060,federicamilo,fashion,46809.0,1058,2401,Mid
4061,megmoroney,fashion,46806.0,995,611,Mid
4062,insaf.bennis,fashion,46793.0,1421,2941,Mid
4063,mitacondequitaypon,fashion,46753.0,1638,2095,Mid
4064,nolwenn_creme,fashion,46741.0,509,721,Mid
4065,walaa_official,fashion,46659.0,345,1281,Mid
4066,thekachetlife,fashion,46656.0,1694,1203,Mid
4067,mirianagrh,fashion,46614.0,1930,1326,Mid
4068,nicolettaxoyt,fashion,46567.0,1124,955,Mid
4069,nataliakurda,fashion,46563.0,667,635,Mid
4070,manodeliar,fashion,46546.0,125,979,Mid
4071,mellilovesparis,fashion,46537.0,427,774,Mid
4072,thesandrawong,fashion,46534.0,997,1463,Mid
4073,mr.___tico___,fashion,46529.0,2120,618,Mid
4074,ukgap,fashion,46518.0,901,2017,Mid
4075,ama.peters,fashion,46496.0,3475,553,Mid
4076,tineey,fashion,46482.0,404,1274,Mid
4077,jamietyj,fashion,46465.0,640,2675,Mid
4078,yoannkev,fashion,46464.0,369,409,Mid
4079,lisamarieprang,fashion,46459.0,3160,2640,Mid
4080,cynthiahouben_,fashion,46395.0,821,1429,Mid
4081,heatherpoppie,fashion,46364.0,783,599,Mid
4082,lowstoluxe,fashion,46313.0,231,2566,Mid
4083,thelucieee,fashion,46313.0,1496,1078,Mid
4084,itfriendsok,fashion,46306.0,1086,982,Mid
4085,tapeovercrystal,fashion,46292.0,4461,1513,Mid
4086,john_riot,fashion,46254.0,743,223,Mid
4087,rami.hanna,fashion,46247.0,721,3829,Mid
4088,suzansalahidris,fashion,46187.0,1002,811,Mid
4089,thehealthymaven,fashion,46160.0,604,2721,Mid
4090,fleurandrea,fashion,46123.0,3122,992,Mid
4091,jordanrisa,fashion,46122.0,531,1606,Mid
4092,coleguinhas_de_ssa,fashion,46120.0,679,5496,Mid
4093,helenaangelov,fashion,46092.0,2818,382,Mid
4094,erikakosegarten,fashion,46082.0,1090,1108,Mid
4095,vivalacurvy,fashion,46072.0,2500,913,Mid
4096,kyallegend,fashion,46035.0,594,570,Mid
4097,thatpencilskirt,fashion,46029.0,524,673,Mid
4098,svenjasvennson,fashion,46019.0,361,612,Mid
4099,ale_caccio,fashion,46004.0,6957,602,Mid
4100,simona.julia,fashion,45993.0,684,298,Mid
4101,andrealevoff,fashion,45974.0,1430,764,Mid
4102,brookemiccio,fashion,45964.0,800,1061,Mid
4103,sarapriolo__,fashion,45962.0,811,974,Mid
4104,minawinkel,fashion,45938.0,3174,169,Mid
4105,sorsasta,fashion,45901.0,845,311,Mid
4106,akaydoll,fashion,45896.0,285,349,Mid
4107,themodernotter,fashion,45893.0,622,1801,Mid
4108,iamwissing,fashion,45862.0,1522,313,Mid
4109,melany_rbt,fashion,45842.0,943,1137,Mid
4110,meetatthebarre,fashion,45837.0,1762,1003,Mid
4111,uhmlady,fashion,45816.0,996,724,Mid
4112,chaninatasha,fashion,45809.0,3548,341,Mid
4113,yanina_oyarzo,fashion,45741.0,901,940,Mid
4114,tessalindsaygarcia,fashion,45731.0,1331,3428,Mid
4115,savinaofficial,fashion,45710.0,425,1267,Mid
4116,ivangomezoficial,fashion,45684.0,2647,719,Mid
4117,brooklynnnicoleofficial,fashion,45672.0,2459,385,Mid
4118,patricialehmann,fashion,45650.0,399,567,Mid
4119,karodall,fashion,45647.0,1206,1481,Mid
4120,tiffwang_,fashion,45581.0,494,1057,Mid
4121,michele_de_luca_,fashion,45573.0,5948,902,Mid
4122,aretastylesecrets,fashion,45549.0,1414,2674,Mid
4123,roszakmagda,fashion,45518.0,615,489,Mid
4124,_mymycracra,fashion,45502.0,1464,423,Mid
4125,franceskax,fashion,45494.0,2907,1590,Mid
4126,altamashfaraz,fashion,45476.0,277,295,Mid
4127,chlohostyle,fashion,45428.0,243,292,Mid
4128,missejlouie,fashion,45407.0,2712,847,Mid
4129,trisiaa,fashion,45407.0,674,1773,Mid
4130,daniel_walcher,fashion,45402.0,746,1007,Mid
4131,theprinceandthep,fashion,45354.0,287,3904,Mid
4132,hannahhse,fashion,45353.0,331,524,Mid
4133,alwaysannie_,fashion,45305.0,265,496,Mid
4134,michaelaberdaga,fashion,45297.0,633,500,Mid
4135,bittersweetcolours,fashion,45296.0,309,5205,Mid
4136,xjamiebn,fashion,45290.0,385,509,Mid
4137,vivimunozgj,fashion,45273.0,2437,630,Mid
4138,priscillavidrine,fashion,45261.0,3259,300,Mid
4139,sugsean,fashion,45244.0,2,485,Mid
4140,sophieschumacher0,fashion,45241.0,394,355,Mid
4141,pia1309,fashion,45171.0,874,574,Mid
4142,thesprintsisters,fashion,45170.0,5068,1065,Mid
4143,garotaboladablog,fashion,45135.0,1750,933,Mid
4144,kellethcuthbert,fashion,45102.0,2257,1370,Mid
4145,thetinyherbivore,fashion,45097.0,2900,731,Mid
4146,mugnaithais,fashion,45040.0,697,1855,Mid
4147,thebeautifulmelody,fashion,45038.0,2948,415,Mid
4148,fetsquins,fashion,45006.0,490,1395,Mid
4149,edenedition,fashion,44994.0,3428,944,Mid
4150,silviaboschmunoz,fashion,44965.0,1999,2001,Mid
4151,jamiray,fashion,44934.0,1367,1649,Mid
4152,shaynasenior,fashion,44893.0,435,475,Mid
4153,thestylesauce,fashion,44891.0,1582,1780,Mid
4154,platinum_d,fashion,44852.0,2349,2039,Mid
4155,ableachlife,fashion,44833.0,104,611,Mid
4156,lvonaa,fashion,44778.0,693,636,Mid
4157,gour.mode,fashion,44773.0,1657,2729,Mid
4158,katinkatheresa,fashion,44751.0,3692,496,Mid
4159,masteramas,fashion,44745.0,746,2091,Mid
4160,christinaeom,fashion,44677.0,1667,507,Mid
4161,julian__official,fashion,44675.0,756,382,Mid
4162,mariia.rosaria,fashion,44667.0,318,913,Mid
4163,torigonzales_,fashion,44645.0,854,2123,Mid
4164,amolusso,fashion,44591.0,176,370,Mid
4165,nitsanraiter,fashion,44577.0,996,1183,Mid
4166,romyvictory,fashion,44550.0,140,352,Mid
4167,ibizachiccomplements,fashion,44499.0,614,1079,Mid
4168,buupsay,fashion,44481.0,662,652,Mid
4169,francesca.lodo,fashion,44476.0,1134,520,Mid
4170,natslocs,fashion,44473.0,3070,585,Mid
4171,melissatattam,fashion,44471.0,285,305,Mid
4172,ds_didi,fashion,44453.0,1993,327,Mid
4173,drunkonshoes,fashion,44447.0,978,3555,Mid
4174,sheritajanielle,fashion,44433.0,2835,1449,Mid
4175,terenmabry,fashion,44403.0,915,951,Mid
4176,gracieparish,fashion,44378.0,1833,636,Mid
4177,dizzybrunette3,fashion,44367.0,770,2586,Mid
4178,juliesletten,fashion,44325.0,997,295,Mid
4179,chiaratosatti,fashion,44320.0,3226,2243,Mid
4180,about.desiree,fashion,44306.0,1224,733,Mid
4181,marblelouslypetite,fashion,44265.0,884,578,Mid
4182,meetmeeker,fashion,44230.0,152,936,Mid
4183,yeelaine_,fashion,44221.0,1764,538,Mid
4184,hannahrosemasi,fashion,44215.0,1347,528,Mid
4185,fitcaroreh,fashion,44202.0,452,465,Mid
4186,wesleytaylor,fashion,44199.0,1259,2101,Mid
4187,cavinaarianna,fashion,44185.0,1126,1057,Mid
4188,fashion.conspiracy,fashion,44143.0,810,1232,Mid
4189,ivanakorda,fashion,44142.0,581,970,Mid
4190,laurachiari_8,fashion,44130.0,1993,1574,Mid
4191,onthedllifestyle,fashion,44113.0,762,443,Mid
4192,tini_tani,fashion,44106.0,488,2250,Mid
4193,thedailybella,fashion,44090.0,723,1289,Mid
4194,starrieskybooks,fashion,44082.0,6646,1799,Mid
4195,paradise.of.glam,fashion,44081.0,95,2529,Mid
4196,fasten_ur_seatbelts,fashion,44075.0,1017,987,Mid
4197,laurieelle,fashion,44057.0,571,1194,Mid
4198,janessa_gornichec,fashion,44053.0,2527,768,Mid
4199,lafrenchpique,fashion,44012.0,234,998,Mid
4200,maquiscamargo,fashion,43997.0,199,445,Mid
4201,marvelousinthemidwest,fashion,43993.0,935,1018,Mid
4202,that_neon_girl,fashion,43990.0,781,334,Mid
4203,meemiegosselin,fashion,43983.0,2001,606,Mid
4204,piiapajunen,fashion,43973.0,398,3010,Mid
4205,kirti_malik,fashion,43954.0,1523,953,Mid
4206,miss_yanyi,fashion,43950.0,991,622,Mid
4207,prettyinthepines,fashion,43916.0,3985,1850,Mid
4208,kennedyfrazer,fashion,43910.0,1044,611,Mid
4209,fitashionn,fashion,43874.0,1249,1098,Mid
4210,jules.jacobson,fashion,43822.0,711,682,Mid
4211,oceanefrc,fashion,43789.0,592,342,Mid
4212,ivonnvonie,fashion,43770.0,230,5852,Mid
4213,alyssiatsang,fashion,43768.0,258,606,Mid
4214,chiaranorischiorda,fashion,43760.0,575,1262,Mid
4215,nathaliemunozx3,fashion,43740.0,245,672,Mid
4216,yourgirlneens,fashion,43727.0,564,550,Mid
4217,andrea_marie311,fashion,43725.0,717,393,Mid
4218,sungevan,fashion,43725.0,868,3874,Mid
4219,lelookdejulie,fashion,43715.0,4631,313,Mid
4220,stylemehighblog,fashion,43690.0,5591,465,Mid
4221,sunainadas,fashion,43686.0,1620,852,Mid
4222,scoladondo,fashion,43638.0,536,2410,Mid
4223,telmotrenado,fashion,43635.0,2891,872,Mid
4224,paul_juchima,fashion,43628.0,1363,767,Mid
4225,asos_ruddy,fashion,43617.0,241,314,Mid
4226,mirandaaliciatv,fashion,43601.0,2557,452,Mid
4227,nora_piero,fashion,43593.0,2521,416,Mid
4228,missmalinifashion,fashion,43586.0,400,2287,Mid
4229,lojarrfashion,fashion,43586.0,766,582,Mid
4230,amandaphotogenics,fashion,43574.0,2728,1558,Mid
4231,lessthandomesticgoddess,fashion,43509.0,3924,350,Mid
4232,dianakovi,fashion,43485.0,1523,423,Mid
4233,yuyusai,fashion,43481.0,663,498,Mid
4234,gratsikat,fashion,43475.0,684,223,Mid
4235,maclainefarrell,fashion,43467.0,1014,854,Mid
4236,simplybynatasha,fashion,43452.0,494,1444,Mid
4237,littlefashionstylist,fashion,43437.0,3961,590,Mid
4238,luca_ovrezzi,fashion,43427.0,2943,3970,Mid
4239,amber_girelle,fashion,43420.0,642,822,Mid
4240,ruthymilano,fashion,43415.0,1073,2370,Mid
4241,olivianewmanyoung,fashion,43397.0,3002,1190,Mid
4242,monogramgirl,fashion,43347.0,258,1181,Mid
4243,apriljwagner,fashion,43339.0,421,458,Mid
4244,lexpander,fashion,43335.0,651,749,Mid
4245,mervx,fashion,43285.0,890,415,Mid
4246,crystalseaver,fashion,43221.0,2201,3560,Mid
4247,namiy_73,fashion,43209.0,191,304,Mid
4248,midolcevita,fashion,43199.0,872,1631,Mid
4249,sohniahmed,fashion,43195.0,989,746,Mid
4250,katymospanyuk,fashion,43188.0,1931,971,Mid
4251,uniquelywomen,fashion,43167.0,7144,1188,Mid
4252,heleneebel,fashion,43140.0,949,1090,Mid
4253,eburnsprepjerks,fashion,43128.0,4929,4632,Mid
4254,jennatp,fashion,43105.0,886,1307,Mid
4255,editor_access,fashion,43105.0,411,896,Mid
4256,ju.st.style,fashion,43102.0,2380,1556,Mid
4257,sherylnsy,fashion,43079.0,607,794,Mid
4258,raquelaserranom,fashion,43067.0,983,749,Mid
4259,missmikaylag,fashion,43058.0,1148,1600,Mid
4260,allthingskate,fashion,43048.0,2009,2586,Mid
4261,jaspreetsinghsokhey,fashion,43040.0,2416,441,Mid
4262,sammie_nicol,fashion,43037.0,254,935,Mid
4263,foggoffashion,fashion,43021.0,7431,3535,Mid
4264,angelicamasturzo,fashion,43013.0,987,791,Mid
4265,thisjoyful_life,fashion,43007.0,5577,1658,Mid
4266,g.b.x.o,fashion,43004.0,6945,454,Mid
4267,itsangelcandice,fashion,42993.0,135,5834,Mid
4268,gefficiel,fashion,42963.0,1163,1491,Mid
4269,thebeautifullifeofglamour,fashion,42926.0,221,231,Mid
4270,ch32,fashion,42914.0,1081,2404,Mid
4271,princesaenara,fashion,42907.0,15,1115,Mid
4272,marvinxbauer,fashion,42891.0,999,392,Mid
4273,laviniaaioana,fashion,42876.0,1454,1748,Mid
4274,marlienbesselink,fashion,42875.0,2133,911,Mid
4275,sarah_magnier,fashion,42868.0,3515,718,Mid
4276,stylemelauren,fashion,42864.0,6898,2623,Mid
4277,barbara_matsuda,fashion,42835.0,229,923,Mid
4278,lofficiel.oc,fashion,42804.0,1758,572,Mid
4279,mr1loveto,fashion,42783.0,6641,3835,Mid
4280,taramays25,fashion,42775.0,1837,2707,Mid
4281,zaydavillasenor,fashion,42755.0,899,957,Mid
4282,soniamencarelli,fashion,42753.0,343,787,Mid
4283,antitoperata,fashion,42750.0,1098,3371,Mid
4284,bubilu,fashion,42742.0,4117,1716,Mid
4285,jadelaurice,fashion,42740.0,1286,798,Mid
4286,blvckxkev,fashion,42736.0,1253,768,Mid
4287,ema._panda,fashion,42730.0,32,355,Mid
4288,melina_dal,fashion,42728.0,1857,449,Mid
4289,roxiedrofiak,fashion,42722.0,1114,456,Mid
4290,cristina.osipov,fashion,42714.0,2935,651,Mid
4291,lafeeffaa_,fashion,42710.0,426,530,Mid
4292,peexo,fashion,42646.0,667,2374,Mid
4293,mystylebook,fashion,42646.0,305,228,Mid
4294,onlyonefreedom,fashion,42638.0,587,1356,Mid
