,Username,Category,Followers,Followees,Posts,Level
7621,trulyleesh,fashion,13859.0,797,284,Mid
7622,annalisa_nali,fashion,13845.0,1256,1430,Mid
7623,_elyunior_,fashion,13845.0,836,1480,Mid
7624,yourseeshaaa,fashion,13838.0,478,472,Mid
7625,laurensnyder2,fashion,13834.0,709,283,Mid
7626,thedailyparis,fashion,13827.0,400,1172,Mid
7627,anastasiacasaluci,fashion,13825.0,5018,360,Mid
7628,francescasaffari,fashion,13820.0,1456,2850,Mid
7629,desperatelyseekingsuzy,fashion,13815.0,835,977,Mid
7630,thekelleydoll,fashion,13814.0,4565,495,Mid
7631,marthenatens,fashion,13806.0,1913,470,Mid
7632,whatsonmimismind,fashion,13806.0,1185,695,Mid
7633,aurabusigo,fashion,13803.0,615,448,Mid
7634,houseoffraserme,fashion,13800.0,367,2161,Mid
7635,lipstickandlogic,fashion,13798.0,2707,715,Mid
7636,embracingfifty,fashion,13787.0,596,331,Mid
7637,sinassia,fashion,13782.0,773,711,Mid
7638,lovely.lays,fashion,13777.0,1179,2676,Mid
7639,sincerelyelin,fashion,13772.0,1041,1316,Mid
7640,thebabblingblondes,fashion,13772.0,1445,356,Mid
7641,laurajanemorgensternn,fashion,13771.0,940,371,Mid
7642,rabeaschif,fashion,13767.0,1145,1007,Mid
7643,greatgreatergreta,fashion,13757.0,670,307,Mid
7644,mediamarmalade,fashion,13756.0,873,7468,Mid
7645,leannenoellee,fashion,13745.0,1035,597,Mid
7646,saramueller,fashion,13741.0,744,1714,Mid
7647,pinktotango,fashion,13737.0,2175,627,Mid
7648,nikkiannespahn,fashion,13728.0,583,983,Mid
7649,lisstilemans,fashion,13721.0,522,743,Mid
7650,seattlebridemag,fashion,13710.0,574,1068,Mid
7651,thewanderingfleur,fashion,13687.0,1750,1595,Mid
7652,miss_tiffyt,fashion,13672.0,359,5143,Mid
7653,deliacreates,fashion,13671.0,884,2027,Mid
7654,xoxohnw,fashion,13670.0,1050,722,Mid
7655,juliaa.pawlowska,fashion,13669.0,5476,300,Mid
7656,ueandthecity,fashion,13668.0,1151,580,Mid
7657,carletoneckhardt,fashion,13665.0,2054,1091,Mid
7658,typicaltuyen,fashion,13652.0,379,856,Mid
7659,envisionclothing.co,fashion,13649.0,4044,345,Mid
7660,kareemaq,fashion,13646.0,737,371,Mid
7661,theclm,fashion,13642.0,1516,1289,Mid
7662,hjuddd,fashion,13634.0,543,558,Mid
7663,lolitarydell,fashion,13624.0,846,784,Mid
7664,ameliaweisss,fashion,13610.0,3349,464,Mid
7665,herosheemaz,fashion,13605.0,549,332,Mid
7666,adeloo,fashion,13605.0,6992,1060,Mid
7667,dapperknowsbest,fashion,13603.0,250,612,Mid
7668,lisasevholt,fashion,13603.0,644,994,Mid
7669,spinsyddy,fashion,13599.0,1090,827,Mid
7670,carolinamenezesz,fashion,13596.0,552,316,Mid
7671,nattdesu,fashion,13596.0,706,695,Mid
7672,linalawnista,fashion,13595.0,355,606,Mid
7673,be__you__blog,fashion,13595.0,7352,321,Mid
7674,itsljwright,fashion,13589.0,1022,687,Mid
7675,xlordashx,fashion,13587.0,4782,1893,Mid
7676,cateyesandcandy,fashion,13580.0,3788,483,Mid
7677,i_ambecca,fashion,13578.0,1240,498,Mid
7678,robinastani,fashion,13576.0,311,416,Mid
7679,styleoversize,fashion,13576.0,1449,1543,Mid
7680,stylessa__,fashion,13576.0,1223,278,Mid
7681,nickis_beautyworld,fashion,13574.0,4270,5802,Mid
7682,whatsfordinneresq,fashion,13568.0,1048,622,Mid
7683,ccourtneyhill,fashion,13557.0,752,325,Mid
7684,paularoman,fashion,13556.0,6129,813,Mid
7685,maceyslife,fashion,13556.0,1742,706,Mid
7686,krity_s,fashion,13555.0,2047,1232,Mid
7687,high_heeled_vogueaholic,fashion,13552.0,1069,563,Mid
7688,bnbsocial,fashion,13542.0,966,780,Mid
7689,perpetualpaces,fashion,13542.0,5232,670,Mid
7690,roselkimberly,fashion,13540.0,1107,739,Mid
7691,ellemaeblog,fashion,13539.0,2451,590,Mid
7692,emmyhennyyy,fashion,13535.0,3219,310,Mid
7693,theconnoisseurspk,fashion,13529.0,1563,1685,Mid
7694,oliviagiannella,fashion,13522.0,927,376,Mid
7695,ivanka.dekoning,fashion,13516.0,1738,1003,Mid
7696,lilysykora,fashion,13516.0,712,622,Mid
7697,dani_girlsofto,fashion,13510.0,1096,877,Mid
7698,sachafarber,fashion,13509.0,853,3689,Mid
7699,emilylavenders,fashion,13508.0,2201,446,Mid
7700,luciesumova,fashion,13501.0,552,953,Mid
7701,minnesotabride,fashion,13498.0,1015,1282,Mid
7702,heyprettyblog,fashion,13495.0,2414,475,Mid
7703,jennifermodel,fashion,13484.0,2322,1509,Mid
7704,abel_roda,fashion,13484.0,2815,437,Mid
7705,mutausbrueche,fashion,13483.0,303,717,Mid
7706,blondeblissblog,fashion,13470.0,2058,594,Mid
7707,jasmijnvandijkx,fashion,13459.0,1154,509,Mid
7708,chanelxevans,fashion,13443.0,424,340,Mid
7709,playthingsmiami,fashion,13442.0,1287,1653,Mid
7710,mollyyykathryn,fashion,13436.0,932,442,Mid
7711,marinalyritzi,fashion,13436.0,1747,3009,Mid
7712,christinefrankss,fashion,13433.0,1552,1033,Mid
7713,itsannaelise,fashion,13433.0,408,383,Mid
7714,alessiacepraga,fashion,13428.0,552,1187,Mid
7715,mrsgrono,fashion,13427.0,1384,2432,Mid
7716,joanne_marasigan,fashion,13425.0,3655,504,Mid
7717,samjhobbs,fashion,13419.0,2588,300,Mid
7718,gaialovmode,fashion,13418.0,338,1310,Mid
7719,missmmeeke,fashion,13418.0,1387,1508,Mid
7720,sharing_a_journey,fashion,13414.0,1012,303,Mid
7721,whatlizzyloves,fashion,13410.0,1255,872,Mid
7722,justbeshaynna,fashion,13410.0,1216,327,Mid
7723,sadiebass_,fashion,13407.0,2912,555,Mid
7724,uhoufo,fashion,13397.0,0,489,Mid
7725,trendyrag,fashion,13395.0,707,347,Mid
7726,sky_babyy,fashion,13395.0,3186,449,Mid
7727,sindrellastorie,fashion,13394.0,1330,417,Mid
7728,velvetandvino,fashion,13393.0,494,3081,Mid
7729,laurarobinson__,fashion,13384.0,1335,1066,Mid
7730,lifewithmamak,fashion,13383.0,617,503,Mid
7731,ethantglenn,fashion,13382.0,1240,432,Mid
7732,twinbuns,fashion,13375.0,738,418,Mid
7733,rachelsigl,fashion,13375.0,5160,388,Mid
7734,lindsay.morse,fashion,13367.0,2025,1239,Mid
7735,withameliataylor,fashion,13360.0,1178,737,Mid
7736,staceyduguid,fashion,13358.0,2122,494,Mid
7737,kokoloom,fashion,13355.0,786,1143,Mid
7738,camilla.law,fashion,13353.0,2778,436,Mid
7739,stace_mcgregs,fashion,13353.0,2045,981,Mid
7740,biancaalazar,fashion,13353.0,1397,751,Mid
7741,lion_aria,fashion,13353.0,572,467,Mid
7742,ilariasollami,fashion,13347.0,2095,361,Mid
7743,societeanonyme.sofia,fashion,13340.0,6537,642,Mid
7744,classyandkate,fashion,13336.0,3019,269,Mid
7745,simplycurvee,fashion,13333.0,2437,1487,Mid
7746,vanessavankrueger,fashion,13327.0,1743,751,Mid
7747,court_gette,fashion,13327.0,185,417,Mid
7748,andrealenovo,fashion,13326.0,1349,702,Mid
7749,simplydarlingduo,fashion,13325.0,741,1077,Mid
7750,remiakande,fashion,13324.0,3290,314,Mid
7751,linerglttrgloss,fashion,13323.0,1962,2449,Mid
7752,urvimehta_,fashion,13319.0,463,712,Mid
7753,ivonasaraf,fashion,13315.0,1120,528,Mid
7754,iamjasmineortiz,fashion,13315.0,6194,316,Mid
7755,fashionistabynakisa,fashion,13312.0,4187,853,Mid
7756,rechaelroe,fashion,13307.0,596,2527,Mid
7757,theveggieblond,fashion,13305.0,963,731,Mid
7758,monikafreeman,fashion,13301.0,3672,1145,Mid
7759,yasminshaheed,fashion,13301.0,951,2125,Mid
7760,these3_and_me,fashion,13300.0,4377,546,Mid
7761,kyraglasmacher,fashion,13299.0,1853,470,Mid
7762,bashharry,fashion,13295.0,207,398,Mid
7763,chelseaesheridan,fashion,13292.0,866,1489,Mid
7764,ashbaggott,fashion,13289.0,571,492,Mid
7765,alexandrednt,fashion,13285.0,981,1131,Mid
7766,alexandramaurer_official,fashion,13277.0,1146,2130,Mid
7767,aninestang,fashion,13273.0,1170,2018,Mid
7768,chic_like_coco,fashion,13271.0,850,647,Mid
7769,allergictovanilla,fashion,13265.0,1242,2701,Mid
7770,myglamgypsy,fashion,13259.0,1992,960,Mid
7771,xxkellylamich,fashion,13257.0,522,969,Mid
7772,chantalleniczko,fashion,13248.0,1157,861,Mid
7773,withnatasha,fashion,13247.0,2116,384,Mid
7774,isaqueathaydess,fashion,13245.0,6845,759,Mid
7775,jamiecrafoord,fashion,13243.0,2474,306,Mid
7776,brooke_kenney,fashion,13238.0,3313,898,Mid
7777,luxeandlinen,fashion,13216.0,3320,1733,Mid
7778,arianetonka,fashion,13216.0,1400,1078,Mid
7779,brittanylaurens,fashion,13212.0,1379,1066,Mid
7780,lularoeluzpyle,fashion,13208.0,1919,419,Mid
7781,vineliving,fashion,13192.0,4759,1000,Mid
7782,themariaeast,fashion,13189.0,639,1132,Mid
7783,eileenodonnell_,fashion,13186.0,2776,915,Mid
7784,timik4,fashion,13184.0,4990,2198,Mid
7785,kendallraelunde,fashion,13182.0,816,657,Mid
7786,dile624,fashion,13178.0,97,300,Mid
7787,pinkdeiji,fashion,13170.0,3352,303,Mid
7788,daniellerbevens,fashion,13170.0,527,790,Mid
7789,kana_mitsuzawa,fashion,13167.0,673,776,Mid
7790,bbukunmi_george,fashion,13158.0,1039,1775,Mid
7791,bohoandbraidsblog,fashion,13156.0,1300,2642,Mid
7792,soshewore,fashion,13152.0,4884,475,Mid
7793,abrinicelle,fashion,13139.0,3003,296,Mid
7794,annelisehall,fashion,13135.0,1452,755,Mid
7795,lunas_place,fashion,13134.0,1055,331,Mid
7796,laurenelson,fashion,13131.0,1385,662,Mid
7797,betsabea_,fashion,13130.0,233,1143,Mid
7798,franziibk,fashion,13122.0,973,286,Mid
7799,seanjohnbaby,fashion,13120.0,1275,600,Mid
7800,goldismyneutral,fashion,13115.0,1851,942,Mid
7801,justjackiee,fashion,13115.0,909,1924,Mid
7802,theamandaweiss,fashion,13114.0,1448,2139,Mid
7803,besosalina,fashion,13110.0,1048,687,Mid
7804,calynsutherland,fashion,13105.0,1057,2066,Mid
7805,lydialouiseblog,fashion,13092.0,705,371,Mid
7806,blonde_laeti,fashion,13088.0,564,1832,Mid
7807,lavishruby,fashion,13088.0,972,353,Mid
7808,jujhavens,fashion,13087.0,1043,853,Mid
7809,misszedd,fashion,13080.0,2673,694,Mid
7810,neryhdezt,fashion,13075.0,144,2611,Mid
7811,thibtkllehr,fashion,13074.0,460,289,Mid
7812,a_elise_,fashion,13072.0,692,1460,Mid
7813,cateciabi,fashion,13072.0,248,596,Mid
7814,morethanadored,fashion,13069.0,2000,1231,Mid
7815,theantoniomostajo,fashion,13066.0,976,568,Mid
7816,styleinasmalltown,fashion,13062.0,1848,1084,Mid
7817,styledbynellikal,fashion,13060.0,1466,386,Mid
7818,samiiceciliaaa,fashion,13059.0,791,869,Mid
7819,irenardella,fashion,13058.0,4013,742,Mid
7820,threadsofculture,fashion,13050.0,3038,825,Mid
7821,estellemstrt,fashion,13049.0,832,1842,Mid
7822,yagoselva,fashion,13044.0,908,3338,Mid
7823,_gilda,fashion,13043.0,417,342,Mid
7824,diegodowntown,fashion,13042.0,6486,1141,Mid
7825,hanmcclelland,fashion,13038.0,736,887,Mid
7826,jillgourlayx,fashion,13033.0,2472,684,Mid
7827,joseph_aliberti,fashion,13028.0,628,344,Mid
7828,shady_fereidooni,fashion,13026.0,1022,379,Mid
7829,theallyedit,fashion,13026.0,1093,316,Mid
7830,annarrclaudia,fashion,13014.0,1573,2980,Mid
7831,danielafini,fashion,13013.0,3980,600,Mid
7832,rkcsouthern,fashion,13013.0,2399,2854,Mid
7833,laurennicolefk,fashion,13012.0,942,430,Mid
7834,trinaalbus,fashion,13012.0,5062,944,Mid
7835,fundamentallymystyle,fashion,13009.0,1077,470,Mid
7836,by_kiara,fashion,13009.0,930,773,Mid
7837,cristinadavila_,fashion,13007.0,7496,648,Mid
7838,harrietlamode,fashion,13007.0,727,733,Mid
7839,meganraewise,fashion,13003.0,2885,1751,Mid
7840,kleiderei,fashion,12999.0,703,296,Mid
7841,karlievries,fashion,12998.0,779,915,Mid
7842,beelievedahype,fashion,12997.0,2840,876,Mid
7843,pleasantlypetite,fashion,12995.0,670,779,Mid
7844,kskimbrough,fashion,12995.0,2538,534,Mid
7845,fashionlyso,fashion,12994.0,2596,512,Mid
7846,jessicakgarrett,fashion,12993.0,7017,362,Mid
7847,ellaxarnold,fashion,12991.0,1953,2071,Mid
7848,oliviamuenter,fashion,12991.0,2175,3633,Mid
7849,jonnalepp,fashion,12988.0,258,2267,Mid
7850,the_em_edit,fashion,12984.0,2141,3762,Mid
7851,miltonwebo,fashion,12979.0,3254,546,Mid
7852,sweetlifeofevan,fashion,12977.0,2753,483,Mid
7853,jaicee.morgan,fashion,12975.0,743,1341,Mid
7854,misslanki123,fashion,12973.0,589,1859,Mid
7855,shoppinglinks,fashion,12961.0,3166,1228,Mid
7856,ama.valle,fashion,12960.0,1987,574,Mid
7857,janaechua,fashion,12949.0,657,327,Mid
7858,pinggyu,fashion,12940.0,741,1096,Mid
7859,laurenceameele,fashion,12939.0,750,1586,Mid
7860,olga_mykha_,fashion,12937.0,2511,407,Mid
7861,elena.mellace,fashion,12934.0,4055,624,Mid
7862,odracir021,fashion,12927.0,2098,270,Mid
7863,thebeautyblotter,fashion,12925.0,2985,1299,Mid
7864,sarahkhannon,fashion,12924.0,1970,4968,Mid
7865,manuelniehrig,fashion,12920.0,5634,308,Mid
7866,hitomi0502_u,fashion,12919.0,1101,1983,Mid
7867,timodelle,fashion,12918.0,699,3489,Mid
7868,vale.giam,fashion,12917.0,4533,338,Mid
7869,vmceccato,fashion,12912.0,953,829,Mid
7870,turcaro_,fashion,12910.0,494,649,Mid
7871,baglyosevii,fashion,12909.0,673,275,Mid
7872,tilyniculae,fashion,12904.0,312,1678,Mid
7873,anniejorgensen,fashion,12901.0,2211,496,Mid
7874,sassyshortyb,fashion,12891.0,2056,275,Mid
7875,carolinetorti,fashion,12890.0,1636,878,Mid
7876,_dorothyfaye,fashion,12889.0,1825,1423,Mid
7877,thatgirlshaythomas,fashion,12887.0,863,936,Mid
7878,emmiillyy,fashion,12884.0,1915,2526,Mid
7879,francyrossii,fashion,12878.0,804,650,Mid
7880,vixmeldrew,fashion,12876.0,1071,444,Mid
7881,kristinnuute,fashion,12873.0,2352,583,Mid
7882,deepika.padukone.the.princess,fashion,12873.0,193,1025,Mid
7883,lejournaldeclara,fashion,12868.0,521,719,Mid
7884,taylafernandez,fashion,12863.0,1127,529,Mid
7885,meet_the_parras,fashion,12858.0,1506,2120,Mid
7886,eugeniodlgza,fashion,12855.0,531,1815,Mid
7887,chicmystyles,fashion,12854.0,768,508,Mid
7888,alexposchinsta,fashion,12851.0,888,473,Mid
7889,daniela_pardi,fashion,12851.0,5463,430,Mid
7890,just.call.me.ella,fashion,12840.0,1582,392,Mid
7891,iamhia,fashion,12836.0,381,387,Mid
7892,_lenalemon,fashion,12828.0,494,877,Mid
7893,meghandono,fashion,12826.0,581,5240,Mid
7894,evaaguspina,fashion,12821.0,996,1279,Mid
7895,pinkpineappple,fashion,12814.0,2990,544,Mid
7896,publicdisplayofapparel,fashion,12811.0,2853,589,Mid
7897,isntshelovely.co,fashion,12806.0,4616,907,Mid
7898,altagraciaalexandra,fashion,12805.0,872,811,Mid
7899,fashionstuffandthangs,fashion,12803.0,851,658,Mid
7900,abbierosexo,fashion,12802.0,1126,420,Mid
7901,rachaelbuckleyy,fashion,12797.0,1025,360,Mid
7902,aliaslouiseblog,fashion,12793.0,1987,1205,Mid
7903,vanessacampos,fashion,12788.0,593,573,Mid
7904,thestylishhousewife,fashion,12781.0,885,1993,Mid
7905,mariahangelidaki,fashion,12772.0,959,266,Mid
7906,breakfastattiffanymaries,fashion,12772.0,2950,738,Mid
7907,missss.diorr,fashion,12767.0,5898,392,Mid
7908,asos_sophia,fashion,12760.0,950,385,Mid
7909,thrillofstyle,fashion,12759.0,591,544,Mid
7910,hallielikeduh,fashion,12754.0,924,983,Mid
7911,kianagovind,fashion,12753.0,554,749,Mid
7912,pashboutiques,fashion,12748.0,4567,11460,Mid
7913,yuliya_savytska,fashion,12745.0,201,920,Mid
7914,_so_serena,fashion,12745.0,546,928,Mid
7915,cheetahtalkymas,fashion,12740.0,422,647,Mid
7916,linneafly,fashion,12740.0,263,1374,Mid
7917,marlonvazz,fashion,12740.0,1471,2009,Mid
7918,supertavares,fashion,12726.0,3697,1485,Mid
7919,jenniferkipp,fashion,12720.0,1236,1204,Mid
7920,crystalmrr,fashion,12719.0,561,673,Mid
7921,niceclaupkorea,fashion,12713.0,753,1323,Mid
7922,laurelreneevaldez,fashion,12708.0,695,1184,Mid
7923,thegildedbellini,fashion,12701.0,7432,688,Mid
7924,clothing_manufacturer,fashion,12691.0,7448,2197,Mid
7925,kristinahendley,fashion,12688.0,624,1839,Mid
7926,anabacinger,fashion,12685.0,371,1380,Mid
7927,nickyschmaderer_fit,fashion,12676.0,949,791,Mid
7928,hauteandcomely,fashion,12676.0,2271,1058,Mid
7929,darth_cydious,fashion,12674.0,1069,950,Mid
7930,othersparkles,fashion,12669.0,3769,384,Mid
7931,anastasiasouris,fashion,12663.0,1144,1229,Mid
7932,mario_leal,fashion,12647.0,631,421,Mid
7933,rubythompstone,fashion,12645.0,4321,520,Mid
7934,adrianapanova,fashion,12644.0,963,789,Mid
7935,serge_dalle,fashion,12640.0,7509,530,Mid
7936,nikki_eatons,fashion,12638.0,729,410,Mid
7937,carlawebsterr,fashion,12637.0,1616,381,Mid
7938,georgiaindia,fashion,12636.0,1051,2837,Mid
7939,saramachts,fashion,12634.0,398,979,Mid
7940,tia.bxggs,fashion,12634.0,7499,657,Mid
7941,iamcharlotteolivia,fashion,12630.0,640,1071,Mid
7942,deepfriedfit,fashion,12626.0,661,1972,Mid
7943,auroravegacom,fashion,12622.0,584,5763,Mid
7944,paileaa,fashion,12615.0,1207,1386,Mid
7945,suppermela,fashion,12615.0,1733,388,Mid
7946,savageistheking,fashion,12613.0,562,1435,Mid
7947,perpetualplaces,fashion,12612.0,603,352,Mid
7948,angelicawennergren,fashion,12608.0,956,717,Mid
7949,coryleemusic,fashion,12603.0,1721,4839,Mid
7950,beverlyic,fashion,12594.0,208,341,Mid
7951,nataliejayne_semmens,fashion,12591.0,665,1463,Mid
7952,nathaliepetersson,fashion,12584.0,716,428,Mid
7953,anny.lamba,fashion,12574.0,491,1092,Mid
7954,cieca.takahashi,fashion,12573.0,631,822,Mid
7955,thesunkissedblondeblog,fashion,12569.0,240,361,Mid
7956,framboiselfv,fashion,12567.0,570,884,Mid
7957,btch,fashion,12564.0,102,1185,Mid
7958,realjackhurrell,fashion,12564.0,1070,1481,Mid
7959,bucketlistbelles,fashion,12561.0,1633,558,Mid
7960,gedankenatelier,fashion,12555.0,448,264,Mid
7961,angelzheng_,fashion,12548.0,582,450,Mid
7962,breanneburnell,fashion,12546.0,1829,754,Mid
7963,fashionaporter,fashion,12545.0,433,1622,Mid
7964,justlollygns,fashion,12544.0,343,797,Mid
7965,adrienne.hilll,fashion,12543.0,1011,465,Mid
7966,istyl,fashion,12540.0,437,1013,Mid
7967,maelroussel,fashion,12540.0,380,763,Mid
7968,thebeautyassistant,fashion,12538.0,2037,1760,Mid
7969,higlorianna,fashion,12538.0,1845,452,Mid
7970,donabogut,fashion,12523.0,1652,529,Mid
7971,agnesgrundahl,fashion,12521.0,453,345,Mid
7972,nathalie.civ,fashion,12520.0,736,699,Mid
7973,_urvee_,fashion,12510.0,584,768,Mid
7974,reneeariel,fashion,12509.0,910,563,Mid
7975,juliejigsaw,fashion,12508.0,688,1794,Mid
7976,yunah.lee,fashion,12506.0,995,618,Mid
7977,diaryofthisgirlmegan,fashion,12503.0,3810,2818,Mid
7978,johannahoffsten,fashion,12500.0,581,813,Mid
7979,swankandroche,fashion,12498.0,457,1317,Mid
7980,runwayteacher,fashion,12493.0,569,1037,Mid
7981,lisaelaine_,fashion,12490.0,1836,448,Mid
7982,themumlife_styled,fashion,12489.0,3050,5340,Mid
7983,practicamentemoda,fashion,12485.0,885,1100,Mid
7984,acaciaevans,fashion,12482.0,998,794,Mid
7985,astylebreeze,fashion,12477.0,2554,624,Mid
7986,majastinaroos,fashion,12474.0,621,714,Mid
7987,stylecalling,fashion,12471.0,1483,3432,Mid
7988,kotrynabass,fashion,12470.0,964,1548,Mid
7989,thefashiondailies,fashion,12467.0,2807,1086,Mid
7990,jillian_blanc,fashion,12451.0,864,800,Mid
7991,skillberg,fashion,12450.0,1021,1086,Mid
7992,valeguccistyle,fashion,12445.0,7024,151,Mid
7993,rachelwiggins,fashion,12444.0,1146,578,Mid
7994,rebekah.ho,fashion,12441.0,1994,4983,Mid
7995,catwalsen,fashion,12437.0,1024,901,Mid
7996,dilasimagroup,fashion,12435.0,532,3842,Mid
7997,sarahbisou,fashion,12435.0,1104,350,Mid
7998,_stylishparadox,fashion,12431.0,4511,618,Mid
7999,depy_prt,fashion,12431.0,1223,660,Mid
8000,caroline.elie,fashion,12423.0,658,2113,Mid
8001,ropeula,fashion,12411.0,1825,415,Mid
8002,luluboo_,fashion,12411.0,1170,349,Mid
8003,modelmaniamagazine,fashion,12410.0,3473,9772,Mid
8004,bloggerplussize,fashion,12408.0,3994,3551,Mid
8005,brookealexx,fashion,12402.0,2919,689,Mid
8006,bostonchicparty,fashion,12401.0,1070,1216,Mid
8007,rafarochalima,fashion,12396.0,784,654,Mid
8008,enmibolsocabencurvas,fashion,12394.0,909,579,Mid
8009,jesslincheesman,fashion,12392.0,838,575,Mid
8010,fatigarzam,fashion,12384.0,862,670,Mid
8011,herzueberkopf,fashion,12380.0,882,1053,Mid
8012,glamscientist,fashion,12374.0,282,4428,Mid
8013,tiacollinss,fashion,12373.0,2002,315,Mid
8014,mysweetgenevieveblog,fashion,12371.0,2162,509,Mid
8015,lossan,fashion,12369.0,822,1477,Mid
8016,electricvanilla,fashion,12357.0,1360,2034,Mid
8017,theamonkey_x,fashion,12351.0,780,1287,Mid
8018,rogermrojas,fashion,12335.0,4987,493,Mid
8019,mode.arte,fashion,12334.0,693,678,Mid
8020,thealmachronicle,fashion,12334.0,1533,695,Mid
8021,lelalondon,fashion,12330.0,585,2191,Mid
8022,finottomatilde,fashion,12321.0,337,820,Mid
8023,nomadube.x,fashion,12321.0,890,270,Mid
8024,ad.recife,fashion,12318.0,8392,352,Mid
8025,gabyowl,fashion,12316.0,404,618,Mid
8026,freckleyexotic,fashion,12316.0,4056,629,Mid
8027,rikelila,fashion,12314.0,457,656,Mid
8028,sofia_anyway,fashion,12313.0,407,863,Mid
8029,graacecaro,fashion,12313.0,2670,508,Mid
8030,kendall.lauren_,fashion,12309.0,550,271,Mid
8031,alexa_curtis,fashion,12308.0,1000,4925,Mid
8032,sierramistttt,fashion,12305.0,1350,990,Mid
8033,bangonstyle,fashion,12303.0,605,2686,Mid
8034,alissamagalhaes,fashion,12303.0,946,1140,Mid
8035,katharinaberghofer,fashion,12302.0,855,1070,Mid
8036,thesuncoastblonde,fashion,12301.0,651,361,Mid
8037,bycarlosroberto,fashion,12292.0,426,372,Mid
8038,aliceneverstop,fashion,12292.0,1871,736,Mid
8039,xmclairee,fashion,12286.0,536,473,Mid
8040,adoseoffab,fashion,12280.0,3546,690,Mid
8041,smakropoulos,fashion,12280.0,995,1379,Mid
8042,_xoxogabriella,fashion,12277.0,1564,348,Mid
8043,iolaki,fashion,12273.0,1456,774,Mid
8044,sarah_fitzxo,fashion,12271.0,720,435,Mid
8045,aliciamichioka,fashion,12262.0,1346,1276,Mid
8046,gemmaclairechisholm,fashion,12261.0,7051,645,Mid
8047,cara.mel95,fashion,12258.0,564,321,Mid
8048,belmelange,fashion,12257.0,1849,605,Mid
8049,melaninbanc,fashion,12254.0,2012,462,Mid
8050,nathashabonet,fashion,12249.0,1003,765,Mid
8051,gretalupo,fashion,12243.0,854,5063,Mid
8052,cassidysecrets,fashion,12238.0,988,1124,Mid
8053,mariskaoldenburg,fashion,12226.0,1261,2680,Mid
8054,iamlizacole,fashion,12221.0,546,294,Mid
8055,anadodia,fashion,12217.0,664,855,Mid
8056,jamkin_donuts,fashion,12214.0,1679,1962,Mid
8057,itsawildwildworldbaby,fashion,12212.0,300,588,Mid
8058,annestyledtwice,fashion,12209.0,7488,905,Mid
8059,thisiskrisjoy,fashion,12208.0,3453,444,Mid
8060,dianaprz93,fashion,12208.0,1379,791,Mid
8061,sharonwarten,fashion,12197.0,2956,835,Mid
8062,_emilieaa,fashion,12186.0,3541,541,Mid
8063,alessandra_bergomi,fashion,12185.0,2366,1579,Mid
8064,olivia_wh,fashion,12178.0,669,893,Mid
8065,carenshope,fashion,12176.0,3499,1201,Mid
8066,reinventing50s,fashion,12173.0,1014,372,Mid
8067,thecouturedesigner,fashion,12170.0,550,346,Mid
8068,walterjalvarez,fashion,12165.0,953,492,Mid
8069,ohdannie,fashion,12158.0,1679,1443,Mid
8070,mspatriciasaez,fashion,12154.0,444,932,Mid
8071,shannonsilver,fashion,12153.0,2116,845,Mid
8072,themonoclemuse,fashion,12147.0,657,358,Mid
8073,stinetvedenthomsen,fashion,12143.0,855,282,Mid
8074,mondayjazz,fashion,12143.0,766,1700,Mid
8075,magicpoks,fashion,12143.0,488,2866,Mid
8076,aworldofdresses,fashion,12138.0,4602,825,Mid
8077,annnaelisabeth,fashion,12137.0,291,1360,Mid
8078,stylebyaysh,fashion,12134.0,1220,569,Mid
8079,somewear_southwest,fashion,12134.0,1823,399,Mid
8080,mahi_m,fashion,12134.0,7308,756,Mid
8081,ldweedon,fashion,12131.0,3909,5491,Mid
8082,rebekahgullo,fashion,12128.0,1623,2371,Mid
8083,lizinlosangeles,fashion,12128.0,5611,453,Mid
8084,share__media,fashion,12126.0,780,442,Mid
8085,lifeof.lex,fashion,12123.0,3143,402,Mid
8086,isle_of_ai.ls,fashion,12123.0,2404,594,Mid
8087,dadalove,fashion,12122.0,1859,645,Mid
8088,marisagiannini1,fashion,12120.0,865,2818,Mid
8089,martina.failla,fashion,12119.0,4867,1281,Mid
8090,laluciagarcia,fashion,12110.0,5325,1429,Mid
8091,princemaasai,fashion,12106.0,1671,2236,Mid
8092,_leslieleon_,fashion,12105.0,3928,394,Mid
8093,looksbylinds,fashion,12104.0,2375,877,Mid
8094,andreinaduven,fashion,12100.0,612,924,Mid
8095,yes_webeauty,fashion,12097.0,2000,1377,Mid
8096,thechicbabe,fashion,12096.0,772,1302,Mid
8097,linda.delores,fashion,12095.0,1000,1335,Mid
8098,anniemariesj,fashion,12095.0,664,947,Mid
8099,madieelizabeth_,fashion,12090.0,1563,1442,Mid
8100,ivylovestyle,fashion,12084.0,1239,697,Mid
8101,eggyeol,fashion,12083.0,554,462,Mid
8102,kikafrangarcia,fashion,12081.0,2039,2011,Mid
8103,luismigueldmc,fashion,12077.0,479,541,Mid
8104,matilderastelli,fashion,12076.0,569,439,Mid
8105,marjolein.vandenbroek,fashion,12074.0,997,2882,Mid
8106,monsieur.fanis,fashion,12072.0,6269,774,Mid
8107,lauriir18,fashion,12071.0,3998,514,Mid
8108,workyourcloset,fashion,12065.0,994,3915,Mid
8109,windytsoiii,fashion,12063.0,495,608,Mid
8110,amandasok,fashion,12060.0,2145,2337,Mid
8111,guymusthave,fashion,12058.0,6437,727,Mid
